COMID,CAT_PPT1967_ANN,ACC_PPT1967_ANN,TOT_PPT1967_ANN,source
3917070,755.28,755.28,755.28,PPT1967_ANN_CONUS
3917072,740.16,740.16,740.16,PPT1967_ANN_CONUS
3917082,736.92,736.92,736.92,PPT1967_ANN_CONUS
3917084,745.68,745.68,745.68,PPT1967_ANN_CONUS
3917106,706.2,730.08,730.08,PPT1967_ANN_CONUS
3917114,676.2,676.2,676.2,PPT1967_ANN_CONUS
3917130,661.32,707.76,707.76,PPT1967_ANN_CONUS
3917136,664.08,664.08,664.08,PPT1967_ANN_CONUS
3917138,604.44,604.44,604.44,PPT1967_ANN_CONUS
3917154,715.92,723.24,723.24,PPT1967_ANN_CONUS
3917156,647.88,647.88,647.88,PPT1967_ANN_CONUS
3917158,399.96,399.96,399.96,PPT1967_ANN_CONUS
3917160,433.08,433.08,433.08,PPT1967_ANN_CONUS
3917162,636.72,701.04,701.04,PPT1967_ANN_CONUS
3917164,518.04,518.04,518.04,PPT1967_ANN_CONUS
3917172,615.84,615.84,615.84,PPT1967_ANN_CONUS
3917176,641.16,687.36,687.36,PPT1967_ANN_CONUS
3917178,648.72,694.68,694.68,PPT1967_ANN_CONUS
3917194,785.64,785.64,785.64,PPT1967_ANN_CONUS
3917198,395.16,643.32,643.32,PPT1967_ANN_CONUS
3917200,378.48,626.76,626.76,PPT1967_ANN_CONUS
3917212,599.16,599.16,599.16,PPT1967_ANN_CONUS
3917214,425.52,425.52,425.52,PPT1967_ANN_CONUS
3917218,405,563.52,563.52,PPT1967_ANN_CONUS
3917220,406.32,552.72,552.72,PPT1967_ANN_CONUS
3917228,406.32,406.32,406.32,PPT1967_ANN_CONUS
3917230,340.32,340.32,340.32,PPT1967_ANN_CONUS
3917244,342.84,646.68,686.04,PPT1967_ANN_CONUS
3917250,649.92,649.92,649.92,PPT1967_ANN_CONUS
3917256,406.32,753.48,753.48,PPT1967_ANN_CONUS
3917268,406.32,739.2,739.2,PPT1967_ANN_CONUS
3917272,560.28,846.12,846.12,PPT1967_ANN_CONUS
3917274,404.28,404.28,404.28,PPT1967_ANN_CONUS
3917276,587.16,833.04,833.04,PPT1967_ANN_CONUS
3917278,490.68,768.48,768.48,PPT1967_ANN_CONUS
3917280,404.76,669.24,669.24,PPT1967_ANN_CONUS
3917282,467.88,722.88,722.88,PPT1967_ANN_CONUS
3917284,397.44,693,693,PPT1967_ANN_CONUS
3917286,397.68,397.68,397.68,PPT1967_ANN_CONUS
3917912,626.76,699,699,PPT1967_ANN_CONUS
3917914,592.08,602.64,602.64,PPT1967_ANN_CONUS
3917916,666.84,703.56,703.56,PPT1967_ANN_CONUS
3917918,497.52,659.4,659.4,PPT1967_ANN_CONUS
3917920,399,417.48,417.48,PPT1967_ANN_CONUS
3917922,390,390,390,PPT1967_ANN_CONUS
3917946,354.84,640.08,680.64,PPT1967_ANN_CONUS
3917948,372.24,621.96,621.96,PPT1967_ANN_CONUS
3917950,355.08,652.08,690.48,PPT1967_ANN_CONUS
3917956,984.72,984.72,984.72,PPT1967_ANN_CONUS
3917958,960.48,960.48,960.48,PPT1967_ANN_CONUS
3917960,905.28,905.28,905.28,PPT1967_ANN_CONUS
948010089,384.72,389.52,389.52,PPT1967_ANN_CONUS
