COMID,CAT_RUN1945_ANN,ACC_RUN1945_ANN,TOT_RUN1945_ANN,source
3917070,407.76,407.76,407.76,RUN1945_ANN_CONUS
3917072,394.32,394.32,394.32,RUN1945_ANN_CONUS
3917082,459.96,459.96,459.96,RUN1945_ANN_CONUS
3917084,460.68,460.68,460.68,RUN1945_ANN_CONUS
3917106,427.56,447.96,447.96,RUN1945_ANN_CONUS
3917114,352.68,352.68,352.68,RUN1945_ANN_CONUS
3917130,362.16,443.04,443.04,RUN1945_ANN_CONUS
3917136,399.24,399.24,399.24,RUN1945_ANN_CONUS
3917138,345.72,345.72,345.72,RUN1945_ANN_CONUS
3917154,379.56,384.72,384.72,RUN1945_ANN_CONUS
3917156,294.6,294.6,294.6,RUN1945_ANN_CONUS
3917158,66.6,66.6,66.6,RUN1945_ANN_CONUS
3917160,109.92,109.92,109.92,RUN1945_ANN_CONUS
3917162,315.24,430.2,430.2,RUN1945_ANN_CONUS
3917164,215.52,215.52,215.52,RUN1945_ANN_CONUS
3917172,295.8,295.8,295.8,RUN1945_ANN_CONUS
3917176,364.8,399.24,399.24,RUN1945_ANN_CONUS
3917178,324.6,408.48,408.48,RUN1945_ANN_CONUS
3917194,542.16,542.16,542.16,RUN1945_ANN_CONUS
3917198,54.6,350.64,350.64,RUN1945_ANN_CONUS
3917200,37.08,330,330,RUN1945_ANN_CONUS
3917212,363.24,363.24,363.24,RUN1945_ANN_CONUS
3917214,128.28,128.28,128.28,RUN1945_ANN_CONUS
3917218,78.6,312.84,312.84,RUN1945_ANN_CONUS
3917220,81.48,297,297,RUN1945_ANN_CONUS
3917228,81.48,81.48,81.48,RUN1945_ANN_CONUS
3917230,18.24,18.24,18.24,RUN1945_ANN_CONUS
3917244,18.84,444.72,499.56,RUN1945_ANN_CONUS
3917250,439.44,439.44,439.44,RUN1945_ANN_CONUS
3917256,81.48,539.52,539.52,RUN1945_ANN_CONUS
3917268,81.48,520.8,520.8,RUN1945_ANN_CONUS
3917272,343.68,644.04,644.04,RUN1945_ANN_CONUS
3917274,89.04,89.04,89.04,RUN1945_ANN_CONUS
3917276,497.04,734.52,734.52,RUN1945_ANN_CONUS
3917278,293.04,651.24,651.24,RUN1945_ANN_CONUS
3917280,87.24,511.08,511.08,RUN1945_ANN_CONUS
3917282,266.76,591.96,591.96,RUN1945_ANN_CONUS
3917284,116.4,548.16,548.16,RUN1945_ANN_CONUS
3917286,114.84,114.84,114.84,RUN1945_ANN_CONUS
3917912,267.96,417.24,417.24,RUN1945_ANN_CONUS
3917914,368.4,372.6,372.6,RUN1945_ANN_CONUS
3917916,396.12,458.16,458.16,RUN1945_ANN_CONUS
3917918,198.72,369.36,369.36,RUN1945_ANN_CONUS
3917920,63.96,89.04,89.04,RUN1945_ANN_CONUS
3917922,32.28,32.28,32.28,RUN1945_ANN_CONUS
3917946,18.36,435.24,491.76,RUN1945_ANN_CONUS
3917948,28.44,324.36,324.36,RUN1945_ANN_CONUS
3917950,22.08,452.28,505.8,RUN1945_ANN_CONUS
3917956,789.72,789.72,789.72,RUN1945_ANN_CONUS
3917958,835.92,835.92,835.92,RUN1945_ANN_CONUS
3917960,817.32,817.32,817.32,RUN1945_ANN_CONUS
948010089,26.88,31.8,31.8,RUN1945_ANN_CONUS
